Year,Project Name,City,State,Utility,System Size (kW-AC),Year of Interconnection
2024,8054,Edgewood,MD,Baltimore Gas & Electric Co,450,2022
2024,2496,Hunt Valley,MD,Baltimore Gas & Electric Co,500,2022
2024,PEPCO-0095727,Hillcrest Heights,MD,Potomac Electric Power Co,673,2022
2024,2492,Columbia,MD,Baltimore Gas & Electric Co,750,2022
2024,2775,Baltimore,MD,Baltimore Gas & Electric Co,833,2022
2024,PEPCO-0021028,Brandywine,MD,Potomac Electric Power Co,875,2022
2024,PEPCO-0095724,Hillcrest Heights,MD,Potomac Electric Power Co,1346,2022
2024,4958205,Freeland,MD,Baltimore Gas & Electric Co,1723,2022
2024,4831547,Hampstead,MD,Baltimore Gas & Electric Co,1875,2022
2024,4955079,Lothian,MD,Baltimore Gas & Electric Co,1983,2022
2024,4955094,Lothian,MD,Baltimore Gas & Electric Co,1984,2022
2024,4831501,Bowie,MD,Baltimore Gas & Electric Co,2000,2022
2024,4831529,Bowie,MD,Baltimore Gas & Electric Co,2000,2022
2024,4831568,Sykesville,MD,Baltimore Gas & Electric Co,2000,2022
2024,4838144,Spencerville,MD,Baltimore Gas & Electric Co,2000,2022
2024,4706013,Lothian,MD,Baltimore Gas & Electric Co,2000,2022
2024,4831540,Annandale,MD,Baltimore Gas & Electric Co,2000,2022
2024,GEN-CS-6089,Oakland,MD,The Potomac Edison Co,2000,2022
2024,GEN-CS-6093,Oakland,MD,The Potomac Edison Co,2000,2022
2024,GEN-CS-6094,Frederick,MD,The Potomac Edison Co,2000,2022
2024,PEPCO-0019798,District Heights,MD,Potomac Electric Power Co,149,2023
2024,8898,Essex,MD,Baltimore Gas & Electric Co,180,2023
2024,8899,Essex,MD,Baltimore Gas & Electric Co,200,2023
2024,GEN-CS-6571,Middletown,MD,The Potomac Edison Co,200,2023
2024,PEPCO-0113589,District Heights,MD,Potomac Electric Power Co,240,2023
2024,2499,Stoney Run,MD,Baltimore Gas & Electric Co,600,2023
2024,6685,Westminster,MD,Baltimore Gas & Electric Co,684,2023
2024,PEPCO-0014974,Hillcrest Heights,MD,Potomac Electric Power Co,720,2023
2024,9002,Jessup,MD,Baltimore Gas & Electric Co,900,2023
2024,PEPCO-0089078,District Heights,MD,Potomac Electric Power Co,960,2023
2024,PEPCO-0101036,Brandywine,MD,Potomac Electric Power Co,1000,2023
2024,PEPCO-0101061,Brandywine,MD,Potomac Electric Power Co,1000,2023
2024,2574,Baltimore,MD,Baltimore Gas & Electric Co,1020,2023
2024,8951,Halethorpe,MD,Baltimore Gas & Electric Co,1200,2023
2024,8964,Halethorpe,MD,Baltimore Gas & Electric Co,1200,2023
2024,9679,Belcamp,MD,Baltimore Gas & Electric Co,1400,2023
2024,9681,Belcamp,MD,Baltimore Gas & Electric Co,1400,2023
2024,17A2250570003894,Cambridge,MD,Delmarva Power,1523,2023
2024,PEPCO-0090430,Temple Hills,MD,Potomac Electric Power Co,1729,2023
2024,PEPCO-0018600,Hillcrest Heights,MD,Potomac Electric Power Co,1791,2023
2024,18A2214970004108,Elkton,MD,Delmarva Power,1820,2023
2024,4705564,Freeland,MD,Baltimore Gas & Electric Co,1900,2023
2024,7463,Jessup,MD,Baltimore Gas & Electric Co,1980,2023
2024,7474,Jessup,MD,Baltimore Gas & Electric Co,1980,2023
2024,7475,Jessup,MD,Baltimore Gas & Electric Co,1980,2023
2024,8999,Rosedale,MD,Baltimore Gas & Electric Co,1980,2023
2024,9000,Rosedale,MD,Baltimore Gas & Electric Co,1980,2023
2024,7180,West Friendship,MD,Baltimore Gas & Electric Co,2000,2023
2024,18A2214960004107,Elkton,MD,Delmarva Power,2000,2023
2024,GEN-CS-5397,Woodsboro,MD,The Potomac Edison Co,2000,2023
2024,PEPCO-0101049,Brandywine,MD,Potomac Electric Power Co,2000,2023
2024,PEPCO-0101054,Brandywine,MD,Potomac Electric Power Co,2000,2023
2024,11336,Glen Burnie,MD,Baltimore Gas & Electric Co,520,2024
2024,GEN-CS-7022,Frederick,MD,The Potomac Edison Co,2000,2025
2024,Sunnycroft Farm Community Solar Farm,South Paris,ME,Central Maine Power Co,51,2014
2024,Edgecomb Community Solar Farm,Edgecomb,ME,Central Maine Power Co,46.9,2015
2024,Morris Farm Community Solar,Wiscasset,ME,Central Maine Power Co,47.12,2016
2024,Sky Ranch Community Solar Farm,Wayne,ME,Central Maine Power Co,49.6,2016
2024,Bar Harbor Community Solar Farm,Bar Harbor,ME,Emera Maine,50,2016
2024,Higgins Corner Community Solar Farm,Lisbon,ME,Central Maine Power Co,53,2016
2024,Resource Conservation SolarFarm,Brunswick,ME,Central Maine Power Co,62,2016
2024,Maine Idyll Motor Court Community Solar Farm,Freeport,ME,Central Maine Power Co,68.8,2016
2024,Holmes St Community Solar Farm,Rockland,ME,Central Maine Power Co,80.6,2016
2024,3 Level Farm Community Solar,South China,ME,Central Maine Power Co,200,2016
2024,Midcoast Friends Community Solar Farm,Damariscotta,ME,Central Maine Power Co,40.62,2017
2024,Monson,Monson,ME,Central Maine Power Co,127.69,2020
2024,Baldwin,Baldwin,ME,Central Maine Power Co,5230.77,2020
2024,Enterprise,Gardiner,ME,Central Maine Power Co,1000,2021
2024,Berwick,Berwick,ME,Central Maine Power Co,2230.77,2021
2024,Rumford park,Rumford,ME,Central Maine Power Co,3000,2021
2024,Market Street,Gardiner,ME,Central Maine Power Co,3821.54,2021
2024,Belfast,Belfast,ME,Central Maine Power Co,5384.62,2021
2024,Rumford Solar,Rumford,ME,Central Maine Power Co,5000,2022
2024,China,China,ME,Central Maine Power Co,5692.31,2022
2024,Solar Up North Alliance,Grawn,MI,Cherryland Electric Cooperative,40.49,2013
2024,Homeworks Community Solar Garden,Portland,MI,Tri-County Electric Coop,16.08,2014
2024,Western Michigan University Community Solar,Kalamazoo,MI,Consumers Energy Co,1000,2016
2024,Spartan Solar,Cadillac,MI,Wolverine Power Supply Coop,1121.48,2016
2024,Grand Valley State University Community Solar,Allendale,MI,Consumers Energy Co,3000,2016
2024,Marquette Board of Light and Power Solar,Marquette,MI,City of Marquette - (MI),116.31,2017
2024,SpartanSolar-MEC,Cassopolis,MI,Midwest Energy and Communications,668.77,2018
2024,L'Anse Community Solar Array,L'Anse,MI,Village of L'Anse - (MI),110.5,2019
2024,Burcham Solar Park,East Lansing,MI,City of Lansing - (MI),265.38,2019
2024,Escanaba Solar Project,Escanaba,MI,City of Escanaba,891,2019
2024,WH Project 1,Rockford,MN,Wright-Hennepin Coop Elec Assn,24.62,2013
2024,AECI headquarters,Lutsen,MN,Arrowhead Electric Coop,20,2014
2024,WH Project 2,Rockford,MN,Wright-Hennepin Coop Elec Assn,23.08,2014
2024,HQ Prairie solar project,Pelican Rapids,MN,Lake Region Electric Cooperative - (MN),30.77,2014
2024,Renewable Rays - Rushford,Rushford,MN,MiEnergy Cooperative,56.77,2014
2024,SolarWise,Ramsey,MN,Connexus Energy,188.46,2014
2024,SolarWise,St. Joseph,MN,Stearns Cooperative Elec Assn,15.77,2015
2024,Solarwise,Alexandria,MN,Runestone Electric Assn,20,2015
2024,North Itasca Community Solar,Bigfork,MN,North Itasca Electric Coop Inc,20,2015
2024,McLeod Co-op Community Solar,Glencoe,MN,McLeod Cooperative Power Assn,31.54,2015
2024,SolarWise,Park Rapids,MN,Itasca-Mantrap Co-op Electrical Assn,35.38,2015
2024,2015 Community Solar Garden,Moorhead,MN,Moorhead Public Service,35.45,2015
2024,Novel CSG of Vetter Farms B,Kasota,MN,Northern States Power Co - Minnesota,36,2015
2024,SolarWise,Owatonna,MN,Steele-Waseca Cooperative Electric,78.85,2015
2024,Bethel ELCA,Minneapolis,MN,Northern States Power Co - Minnesota,3.6,2016
2024,2016 Community Solar Garden,Moorhead,MN,Moorhead Public Service,17.72,2016
2024,LREC Community Solar Phase 2,Pelican Rapids,MN,Lake Region Electric Cooperative - (MN),18.92,2016
2024,Meeker Cooperative’s Solar,Litchfield,MN,Meeker Coop Light & Power Assn,30.62,2016
2024,SolarWise,Spicer,MN,Kandiyohi Power Coop,32.31,2016
2024,WH Project 3,Rockford,MN,Wright-Hennepin Coop Elec Assn,124.62,2016
2024,Novel CSG Faircon,St. Paul,MN,Northern States Power Co - Minnesota,125,2016
2024,Buhl Family CSG,Tyler,MN,Northern States Power Co - Minnesota,204,2016
2024,Met Council Blue Lake,Shakopee,MN,Northern States Power Co - Minnesota,3000,2016
2024,Chiscago Community Solar,Taylors Falls,MN,Northern States Power Co - Minnesota,4000,2016
2024,Kilo,Norwood Young America,MN,Northern States Power Co - Minnesota,5000,2016
2024,Met Council Empire,Farmington,MN,Northern States Power Co - Minnesota,5000,2016
2024,Northfield CSG,Northfield,MN,Northern States Power Co - Minnesota,5000,2016
2024,Rosemount CSG,Rosemount,MN,Northern States Power Co - Minnesota,5000,2016
2024,SunRise Community Solar,North Branch,MN,Northern States Power Co - Minnesota,5000,2016
2024,2017 Clay County's Community Solar Garden,Moorhead,MN,Moorhead Public Service,17.72,2017
2024,2017 Community Solar Garden,Moorhead,MN,Moorhead Public Service,17.72,2017
2024,2017 Concordia's Community Solar Garden,Moorhead,MN,Moorhead Public Service,17.72,2017
2024,2017 MSUM's Community Solar Garden,Moorhead,MN,Moorhead Public Service,17.72,2017
2024,SolarWise,Two Harbors,MN,Cooperative Light and Power,22,2017
2024,Detroit Lakes Community Solar Garden,Detroit Lakes,MN,Detroit Lakes Public Utilities,27.69,2017
2024,Community Solar Phase 1,Brainerd,MN,Crow Wing Cooperative Power & Light Comp,32.31,2017
2024,Novel CSG of Twin Pine Farm,Scandia,MN,Northern States Power Co - Minnesota,36,2017
2024,Community Solar Phase 2,Brainerd,MN,Crow Wing Cooperative Power & Light Comp,38.77,2017
2024,Solarwise,Alexandria,MN,Runestone Electric Assn,40,2017
2024,Northern Solar,Bemidji,MN,"Beltrami Electric Coop, Inc",61.54,2017
2024,WH Project 4,Medina,MN,Wright-Hennepin Coop Elec Assn,124.62,2017
2024,Redwood Electric Community Solar,Lamberton,MN,Redwood Electric Coop,137.85,2017
2024,Community Solar for Community Action,Backus,MN,"Beltrami Electric Coop, Inc",167.69,2017
2024,South Central Electric Community solar array,Lake Crystal,MN,South Central Electric Assn,179.2,2017
2024,NES - CF of Tyler CSG A,Tyler,MN,Northern States Power Co - Minnesota,200,2017
2024,Novel CSG of Winona A,Minnesota City,MN,Northern States Power Co - Minnesota,250,2017
2024,People's Community Solar,Elgin,MN,People's Cooperative Services,250,2017
2024,Lemond Solar,Owatonna,MN,Central Municipal Power Agency/Services,280,2017
2024,"Pollux CSG1, LLC*",New Prague,MN,Northern States Power Co - Minnesota,700,2017
2024,"Antlia CSG1, LLC*",Edgerton,MN,Northern States Power Co - Minnesota,2000,2017
2024,"Caelum CSG1, LLC*",Foley,MN,Northern States Power Co - Minnesota,2000,2017
2024,"Centaurus CSG1, LLC*",Maynard,MN,Northern States Power Co - Minnesota,2000,2017
2024,"Pegasus CSG1, LLC*",Brooten,MN,Northern States Power Co - Minnesota,2000,2017
2024,"Spica CSG1, LLC*",Lake Lillian,MN,Northern States Power Co - Minnesota,2000,2017
2024,Walz Garden,St. Joseph,MN,Northern States Power Co - Minnesota,2200,2017
2024,Waterford Holdco LLC Unit 3,Northfield,MN,Northern States Power Co - Minnesota,2700,2017
2024,"Crater CSG1, LLC*",Granite Falls,MN,Northern States Power Co - Minnesota,3000,2017
2024,Foxtrot,Cold Spring,MN,Northern States Power Co - Minnesota,3000,2017
2024,"Gemini CSG1, LLC*",Scandia,MN,Northern States Power Co - Minnesota,3000,2017
2024,Highlander,Winsted,MN,Northern States Power Co - Minnesota,3000,2017
2024,Kramer CSG,Hector,MN,Northern States Power Co - Minnesota,3000,2017
2024,"Mapleton CSG1, LLC*",Mapleton,MN,Northern States Power Co - Minnesota,3000,2017
2024,"Morgan CSG1, LLC*",Morgan,MN,Northern States Power Co - Minnesota,3000,2017
2024,"Orion CSG1, LLC*",St. Joseph,MN,Northern States Power Co - Minnesota,3000,2017
2024,Pueblo Avenue Solar,Jordan,MN,Northern States Power Co - Minnesota,3000,2017
2024,Stearns Bremer,Sartell,MN,Northern States Power Co - Minnesota,3000,2017
2024,Wabasha,Wabasha,MN,Northern States Power Co - Minnesota,3000,2017
2024,Brase,Waseca,MN,Northern States Power Co - Minnesota,3400,2017
2024,Eichtens CSG,Center City,MN,Northern States Power Co - Minnesota,3890,2017
2024,"Aries CSG1, LLC*",Claremont,MN,Northern States Power Co - Minnesota,4000,2017
2024,Michael,Freeport,MN,Northern States Power Co - Minnesota,4000,2017
2024,Pine Island,Pine Island,MN,Northern States Power Co - Minnesota,4000,2017
2024,Highway 7 Solar,Watertown,MN,Northern States Power Co - Minnesota,4360,2017
2024,County Trail West Solar,Jordan,MN,Northern States Power Co - Minnesota,4700,2017
2024,Lemond Solar,Owatonna,MN,Southern Minnesota Municipal Power Agency,4720,2017
2024,IMS Garden,St. Joseph,MN,Northern States Power Co - Minnesota,4860,2017
2024,Lind Garden,Young America,MN,Northern States Power Co - Minnesota,4860,2017
2024,Red Wing SD,Red Wing,MN,Northern States Power Co - Minnesota,4860,2017
2024,330th Street West Solar Project,Northfield,MN,Northern States Power Co - Minnesota,4950,2017
2024,"Andromeda CSG1, LLC*",Lester Prairie,MN,Northern States Power Co - Minnesota,5000,2017
2024,Aspen,Montrose,MN,Northern States Power Co - Minnesota,5000,2017
2024,Benton Blyleven,Sauk Rapids,MN,Northern States Power Co - Minnesota,5000,2017
2024,Big Lake,Big Lake,MN,Northern States Power Co - Minnesota,5000,2017
2024,"Capella , LLC*",Pipestone,MN,Northern States Power Co - Minnesota,5000,2017
2024,Dodge Unit,Kasson,MN,Northern States Power Co - Minnesota,5000,2017
2024,DodgeSun,Kasson,MN,Northern States Power Co - Minnesota,5000,2017
2024,"Equuleus CSG1, LLC*",Rosemount,MN,Northern States Power Co - Minnesota,5000,2017
2024,Farmington,Farmington,MN,Northern States Power Co - Minnesota,5000,2017
2024,Forest Lake,Scandia,MN,Northern States Power Co - Minnesota,5000,2017
2024,Gopher,Taylors Falls,MN,Northern States Power Co - Minnesota,5000,2017
2024,Hennepin Kaat,Corcoran,MN,Northern States Power Co - Minnesota,5000,2017
2024,Hickory,Waverly,MN,Northern States Power Co - Minnesota,5000,2017
2024,Hwy 14 Holdco*,Byron,MN,Northern States Power Co - Minnesota,5000,2017
2024,Koppelman,Eagle Lake,MN,Northern States Power Co - Minnesota,5000,2017
2024,Lahr,Cold Spring,MN,Northern States Power Co - Minnesota,5000,2017
2024,Nesvold,Watertown,MN,Northern States Power Co - Minnesota,5000,2017
2024,Northfield Holdco LLC,Northfield,MN,Northern States Power Co - Minnesota,5000,2017
2024,Paynesville Community Solar,Paynesville,MN,Northern States Power Co - Minnesota,5000,2017
2024,Rengstorf,Courtland,MN,Northern States Power Co - Minnesota,5000,2017
2024,Richmond,Richmond,MN,Northern States Power Co - Minnesota,5000,2017
2024,Scandia Trail North Solar Project,Scandia,MN,Northern States Power Co - Minnesota,5000,2017
2024,Taylors Falls,Taylors Falls,MN,Northern States Power Co - Minnesota,5000,2017
2024,"Ursa CSG1, LLC*",Farmington,MN,Northern States Power Co - Minnesota,5000,2017
2024,"Vega CSG1, LLC*",Glenwood,MN,Northern States Power Co - Minnesota,5000,2017
2024,Webster,Webster,MN,Northern States Power Co - Minnesota,5000,2017
2024,2018 Community Solar Garden,Moorhead,MN,Moorhead Public Service,17.72,2018
2024,Barnesville Community Solar Garden,Barnesville,MN,City of Barnesville - (MN),20.31,2018
2024,MInnesota Power Community Solar Duluth,Duluth,MN,Minnesota Power,40,2018
2024,CEF Shiloh Community Solar,Minneapolis,MN,Northern States Power Co - Minnesota,180,2018
2024,Huneke II,Zumbrota,MN,Northern States Power Co - Minnesota,250,2018
2024,Novel CSG of Schlomann,Butterfield,MN,Northern States Power Co - Minnesota,250,2018
2024,Greenway-Impact,Minneapolis,MN,Northern States Power Co - Minnesota,320,2018
2024,USS Walrus Solar LLC,Scandia,MN,Northern States Power Co - Minnesota,500,2018
2024,CEF Edina Community Solar,Edina,MN,Northern States Power Co - Minnesota,527,2018
2024,Novel CSG of Werner,Cottage Grove,MN,Northern States Power Co - Minnesota,750,2018
2024,Seneca,Eagan,MN,Northern States Power Co - Minnesota,750,2018
2024,Nystuen,Kenyon,MN,Northern States Power Co - Minnesota,800,2018
2024,Texas Avenue Solar,Webster,MN,Northern States Power Co - Minnesota,823,2018
2024,Anderson Garden,Cokato,MN,Northern States Power Co - Minnesota,972,2018
2024,New Germany Solar,New Germany,MN,Northern States Power Co - Minnesota,998,2018
2024,Veseli Solar I,Webster,MN,Northern States Power Co - Minnesota,998,2018
2024,Zumbro Solar,Zumbrota,MN,Northern States Power Co - Minnesota,998,2018
2024,"Arcturus Community Solar Gardens, LLC",Kasota,MN,Northern States Power Co - Minnesota,1000,2018
2024,"Auriga Community Solar Garden, LLC",Slayton,MN,Northern States Power Co - Minnesota,1000,2018
2024,Barone,Winsted,MN,Northern States Power Co - Minnesota,1000,2018
2024,Betcher,Goodhue,MN,Northern States Power Co - Minnesota,1000,2018
2024,Bolduan,New Richland,MN,Northern States Power Co - Minnesota,1000,2018
2024,Cornille,North Branch,MN,Northern States Power Co - Minnesota,1000,2018
2024,Eichtens II CSG,Center City,MN,Northern States Power Co - Minnesota,1000,2018
2024,Grimm,Buffalo Lake,MN,Northern States Power Co - Minnesota,1000,2018
2024,Guse,Janesville,MN,Northern States Power Co - Minnesota,1000,2018
2024,Heyer,Morristown,MN,Northern States Power Co - Minnesota,1000,2018
2024,Huneke I,Zumbrota,MN,Northern States Power Co - Minnesota,1000,2018
2024,Johnson I,Lindstrom,MN,Northern States Power Co - Minnesota,1000,2018
2024,Johnson II,North Branch,MN,Northern States Power Co - Minnesota,1000,2018
2024,Krause,Renville,MN,Northern States Power Co - Minnesota,1000,2018
2024,Ledeboer I,Prinsburg,MN,Northern States Power Co - Minnesota,1000,2018
2024,"Leo Community Solar, LLC",Hadley,MN,Northern States Power Co - Minnesota,1000,2018
2024,"Libra Community Solar Garden, LLC",Glenwood,MN,Northern States Power Co - Minnesota,1000,2018
2024,Minnesota Power Community Solar Wrenshall,Wrenshall,MN,Minnesota Power,1000,2018
2024,RJC I,Owatonna,MN,Northern States Power Co - Minnesota,1000,2018
2024,RJC II,Owatonna,MN,Northern States Power Co - Minnesota,1000,2018
2024,"Sagitta Community Solar Garden, LLC",Clara City,MN,Northern States Power Co - Minnesota,1000,2018
2024,School Sisters of Notre Dame,Mankato,MN,Northern States Power Co - Minnesota,1000,2018
2024,Stamer,Clara City,MN,Northern States Power Co - Minnesota,1000,2018
2024,Texas Avenue Solar,Webster,MN,Northern States Power Co - Minnesota,1000,2018
2024,USS Big Lake 1 LLC,Big Lake,MN,Northern States Power Co - Minnesota,1000,2018
2024,USS Brockway Solar LLC,Sartell,MN,Northern States Power Co - Minnesota,1000,2018
2024,USS Dubhe Solar LLC,North Branch,MN,Northern States Power Co - Minnesota,1000,2018
2024,USS Good Solar LLC,Stacy,MN,Northern States Power Co - Minnesota,1000,2018
2024,USS JJ Solar LLC,Sauk Rapids,MN,Northern States Power Co - Minnesota,1000,2018
2024,USS Kasch Solar LLC,Sauk Rapids,MN,Northern States Power Co - Minnesota,1000,2018
2024,USS Nillie Corn Solar LLC,North Branch,MN,Northern States Power Co - Minnesota,1000,2018
2024,USS Norelius Solar LLC,North Branch,MN,Northern States Power Co - Minnesota,1000,2018
2024,USS Rockpoint Solar LLC,Stacy,MN,Northern States Power Co - Minnesota,1000,2018
2024,USS Solar Dawn LLC,North Branch,MN,Northern States Power Co - Minnesota,1000,2018
2024,USS Solar Rapids LLC,Sauk Rapids,MN,Northern States Power Co - Minnesota,1000,2018
2024,Webster CSG,Zumbrota,MN,Northern States Power Co - Minnesota,1000,2018
2024,Winegar CSG LLC,Waseca,MN,Northern States Power Co - Minnesota,1000,2018
2024,NES-CF of MN Lake,Minnesota Lake,MN,Northern States Power Co - Minnesota,1840,2018
2024,Lake Waconia Solar,Waconia,MN,Northern States Power Co - Minnesota,1996,2018
2024,Delphinus,Sauk Rapids,MN,Northern States Power Co - Minnesota,2000,2018
2024,Goodhue,Kenyon,MN,Northern States Power Co - Minnesota,2000,2018
2024,MN CSG 4,Scandia,MN,Northern States Power Co - Minnesota,2500,2018
2024,Antares,Tracy,MN,Northern States Power Co - Minnesota,3000,2018
2024,"Argo Navis CSG1, LLC",Scandia,MN,Northern States Power Co - Minnesota,3000,2018
2024,Armstrong,Glenwood,MN,Northern States Power Co - Minnesota,3000,2018
2024,Carver Gladden,Norwood Young America,MN,Northern States Power Co - Minnesota,3000,2018
